row_index,doc_id,source_id,label_aktual,kombinasi,n_fitur,prediksi,probabilitas_AI,benar
0,0,0,0,tfidf+perp,2,0,0.033283998061442076,True
1,1,0,1,tfidf+perp,2,1,0.9976344938820071,True
2,2,1,0,tfidf+perp,2,0,0.0003535014001062338,True
3,3,1,1,tfidf+perp,2,1,0.9923371266065313,True
4,4,2,0,tfidf+perp,2,0,0.02542748819104071,True
5,5,2,1,tfidf+perp,2,1,0.5351272200471558,True
6,6,3,0,tfidf+perp,2,0,0.006380390595834661,True
7,7,3,1,tfidf+perp,2,1,0.9979474638019697,True
8,8,4,0,tfidf+perp,2,0,0.017221823347228635,True
9,9,4,1,tfidf+perp,2,1,0.9845076846921196,True
10,10,5,0,tfidf+perp,2,0,0.0023950873776504324,True
11,11,5,1,tfidf+perp,2,1,0.9058382182706045,True
12,12,6,0,tfidf+perp,2,0,0.000513651218753062,True
13,13,6,1,tfidf+perp,2,1,0.9932632471411048,True
14,14,7,0,tfidf+perp,2,0,0.000624032296872078,True
15,15,7,1,tfidf+perp,2,1,0.977639778357906,True
16,16,8,0,tfidf+perp,2,0,0.022371088938457025,True
17,17,8,1,tfidf+perp,2,1,0.9991570910533049,True
18,18,9,0,tfidf+perp,2,0,0.3361990580227182,True
19,19,9,1,tfidf+perp,2,1,0.9819449715336059,True
20,20,10,0,tfidf+perp,2,0,0.015420204428086837,True
21,21,10,1,tfidf+perp,2,1,0.9470964300937641,True
22,22,11,0,tfidf+perp,2,0,0.002052036018470787,True
23,23,11,1,tfidf+perp,2,1,0.9536615511231398,True
24,24,12,0,tfidf+perp,2,0,0.02412803346096938,True
25,25,12,1,tfidf+perp,2,1,0.8155720175613558,True
26,26,13,0,tfidf+perp,2,0,0.05806870957496416,True
27,27,13,1,tfidf+perp,2,1,0.9956515730508566,True
28,28,14,0,tfidf+perp,2,0,0.0009700773039237502,True
29,29,14,1,tfidf+perp,2,1,0.9839847970414042,True
30,30,15,0,tfidf+perp,2,0,0.0023858340818739545,True
31,31,15,1,tfidf+perp,2,1,0.993026761629998,True
32,32,16,0,tfidf+perp,2,0,0.31491789870520565,True
33,33,16,1,tfidf+perp,2,1,0.9993235454665249,True
34,34,17,0,tfidf+perp,2,0,0.0032264519980972567,True
35,35,17,1,tfidf+perp,2,1,0.9984653721114773,True
36,36,18,0,tfidf+perp,2,0,0.00917215071673395,True
37,37,18,1,tfidf+perp,2,1,0.9697138473142788,True
38,38,19,0,tfidf+perp,2,0,0.009630602717057186,True
39,39,19,1,tfidf+perp,2,1,0.9897198629779849,True
40,40,20,0,tfidf+perp,2,0,0.0009193143835135095,True
41,41,20,1,tfidf+perp,2,1,0.9788980714260447,True
42,42,21,0,tfidf+perp,2,0,0.06379814164996854,True
43,43,21,1,tfidf+perp,2,1,0.9272772178470284,True
44,44,22,0,tfidf+perp,2,0,0.010783495198394161,True
45,45,22,1,tfidf+perp,2,1,0.9990764423526464,True
46,46,23,0,tfidf+perp,2,0,0.00029641393656744766,True
47,47,23,1,tfidf+perp,2,1,0.9969356197066241,True
48,48,24,0,tfidf+perp,2,0,0.08211396572923035,True
49,49,24,1,tfidf+perp,2,1,0.9911437536616412,True
50,50,25,0,tfidf+perp,2,0,0.0016329706355779133,True
51,51,25,1,tfidf+perp,2,1,0.9674405659135059,True
52,52,26,0,tfidf+perp,2,0,0.02129569184036636,True
53,53,26,1,tfidf+perp,2,1,0.9638519749325747,True
54,54,27,0,tfidf+perp,2,0,0.000976973815092519,True
55,55,27,1,tfidf+perp,2,1,0.9791770722539944,True
56,56,28,0,tfidf+perp,2,1,0.9480513972634206,False
57,57,28,1,tfidf+perp,2,1,0.9975214638640775,True
58,58,29,0,tfidf+perp,2,0,0.00373418946935901,True
59,59,29,1,tfidf+perp,2,1,0.9989736151710285,True
60,60,30,0,tfidf+perp,2,0,0.0015856660119279444,True
