row_index,doc_id,source_id,label_aktual,kombinasi,n_fitur,prediksi,probabilitas_AI,benar
0,0,0,0,sty,1,1,0.6575442736300324,False
1,1,0,1,sty,1,1,0.9276318391252448,True
2,2,1,0,sty,1,0,0.0164185053243079,True
3,3,1,1,sty,1,1,0.989382757735575,True
4,4,2,0,sty,1,0,0.0322062415733387,True
5,5,2,1,sty,1,1,0.9929595681042503,True
6,6,3,0,sty,1,0,0.3679349271446929,True
7,7,3,1,sty,1,1,0.999707225717536,True
8,8,4,0,sty,1,0,0.013552891734819,True
9,9,4,1,sty,1,1,0.9992801009427946,True
10,10,5,0,sty,1,0,0.0355287402144882,True
11,11,5,1,sty,1,1,0.9552465346047996,True
12,12,6,0,sty,1,0,0.0095869250141156,True
13,13,6,1,sty,1,1,0.9981093504239024,True
14,14,7,0,sty,1,0,0.0652723840892711,True
15,15,7,1,sty,1,1,0.9994956214044022,True
16,16,8,0,sty,1,0,0.0009612886577174,True
17,17,8,1,sty,1,1,0.9982242769302376,True
18,18,9,0,sty,1,0,0.1772012936352944,True
19,19,9,1,sty,1,1,0.973587864000108,True
20,20,10,0,sty,1,0,0.471156879094514,True
21,21,10,1,sty,1,1,0.9440881148160593,True
22,22,11,0,sty,1,0,0.0027524758772529,True
23,23,11,1,sty,1,1,0.8970964226101532,True
24,24,12,0,sty,1,0,0.0112464552080696,True
25,25,12,1,sty,1,1,0.9987995440849982,True
26,26,13,0,sty,1,0,0.0021720640904382,True
27,27,13,1,sty,1,1,0.928815349836949,True
28,28,14,0,sty,1,0,0.0111562053024574,True
29,29,14,1,sty,1,1,0.9955142275574742,True
30,30,15,0,sty,1,0,0.0134022397817498,True
31,31,15,1,sty,1,1,0.9937972049670292,True
32,32,16,0,sty,1,0,0.0433620393710156,True
33,33,16,1,sty,1,1,0.9503781947643464,True
34,34,17,0,sty,1,0,0.0676796462481285,True
35,35,17,1,sty,1,1,0.9994964888529858,True
36,36,18,0,sty,1,0,0.3865267867549796,True
37,37,18,1,sty,1,1,0.9988220735427564,True
38,38,19,0,sty,1,0,0.4884230882071244,True
39,39,19,1,sty,1,1,0.9994128396635404,True
40,40,20,0,sty,1,0,0.0154345511751424,True
41,41,20,1,sty,1,1,0.9638800293104232,True
42,42,21,0,sty,1,0,0.0075827343267234,True
43,43,21,1,sty,1,1,0.6698466836544157,True
44,44,22,0,sty,1,1,0.7218748691582102,False
45,45,22,1,sty,1,1,0.9928995667951136,True
46,46,23,0,sty,1,0,0.0027618851267556,True
47,47,23,1,sty,1,1,0.9972805993909588,True
48,48,24,0,sty,1,0,0.2069310478735394,True
49,49,24,1,sty,1,0,0.3544003881328923,False
50,50,25,0,sty,1,0,0.3312069876485372,True
51,51,25,1,sty,1,1,0.997605782806436,True
52,52,26,0,sty,1,0,0.1020250009210056,True
53,53,26,1,sty,1,1,0.9989518209712172,True
54,54,27,0,sty,1,0,0.000633244880136,True
55,55,27,1,sty,1,1,0.9880358368285252,True
56,56,28,0,sty,1,1,0.8875655393540595,False
57,57,28,1,sty,1,1,0.999707465874476,True
58,58,29,0,sty,1,0,0.0200134336992612,True
59,59,29,1,sty,1,1,0.992576715215158,True
60,60,30,0,sty,1,0,0.0007916867411683,True
61,61,30,1,sty,1,1,0.9856121836388162,True
62,62,31,0,sty,1,0,0.00043577949414,True
63,63,31,1,sty,1,1,0.9315490268363954,True
64,64,32,0,sty,1,0,0.0659425659868988,True
65,65,32,1,sty,1,0,0.0108603963483853,False
66,66,33,0,sty,1,0,0.0008633109757726,True
67,67,33,1,sty,1,1,0.994587919823126,True
68,68,34,0,sty,1,0,0.0453508379865817,True
69,69,34,1,sty,1,1,0.9567978638345258,True
70,70,35,0,sty,1,0,0.0018322913262291,True
71,71,35,1,sty,1,1,0.989485547808869,True
72,72,36,0,sty,1,0,0.0001442765750385,True
73,73,36,1,sty,1,1,0.9472955254654636,True
74,74,37,0,sty,1,0,0.0024566956566932,True
75,75,37,1,sty,1,1,0.9936726939896516,True
76,76,38,0,sty,1,0,0.0222729465487176,True
77,77,38,1,sty,1,1,0.9933459048581372,True
78,78,39,0,sty,1,0,0.0103623362547214,True
79,79,39,1,sty,1,1,0.9987478411534428,True
80,80,40,0,sty,1,0,0.0023502934325138,True
81,81,40,1,sty,1,1,0.9285022138313256,True
82,82,41,0,sty,1,0,0.0003727719823732,True
83,83,41,1,sty,1,1,0.7897960454208983,True
84,84,42,0,sty,1,1,0.7152386277260488,False
85,85,42,1,sty,1,1,0.9981997737415752,True
86,86,43,0,sty,1,0,0.0203474939001712,True
87,87,43,1,sty,1,1,0.9965410583047802,True
88,88,44,0,sty,1,0,0.2048997509768379,True
89,89,44,1,sty,1,1,0.7461223822905954,True
90,90,45,0,sty,1,0,0.0491379565531314,True
91,91,45,1,sty,1,0,0.1613449136624562,False
92,92,46,0,sty,1,0,0.0157927612565911,True
93,93,46,1,sty,1,1,0.9996257725028612,True
94,94,47,0,sty,1,0,0.0683592540930524,True
95,95,47,1,sty,1,1,0.9441524616929023,True
96,96,48,0,sty,1,0,3.3672476839105594e-05,True
97,97,48,1,sty,1,0,0.1349704186021234,False
98,98,49,0,sty,1,0,0.0001119806900953,True
99,99,49,1,sty,1,1,0.9957056649158048,True
100,100,50,0,sty,1,1,0.8673441513497098,False
101,101,50,1,sty,1,1,0.9994784795093496,True
102,102,51,0,sty,1,0,0.2667655817381809,True
103,103,51,1,sty,1,1,0.9993808756112984,True
104,104,52,0,sty,1,0,0.0025577173978194,True
